LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1716209197.521730,210288.667,32712,9,PI,1,100,138128
1716209197.532064,210299.000,32712,9,PI,1,100,138056
1716209197.542397,210309.333,32712,9,PI,1,100,138056
1716209197.552731,210319.667,32712,9,PI,1,100,138060
1716209197.563064,210330.000,32712,9,PI,1,100,138039
1716209197.573397,210340.333,32712,9,PI,1,100,138021
1716209197.583731,210350.667,32712,9,PI,1,100,137983
1716209197.594064,210361.000,32712,9,PI,1,100,137956
1716209197.603792,210370.727,32728,11,PI,1,100,137925
1716209197.613519,210380.455,32728,11,PI,1,100,137936
1716209197.623246,210390.182,32728,11,PI,1,100,137914
1716209197.632974,210399.909,32728,11,PI,1,100,137927
1716209197.642701,210409.636,32728,11,PI,1,100,137917
1716209197.652429,210419.364,32728,11,PI,1,100,137852
1716209197.662156,210429.091,32728,11,PI,1,100,137828
1716209197.671884,210438.818,32728,11,PI,1,100,137839
1716209197.681611,210448.545,32728,11,PI,1,100,137769
1716209197.691338,210458.273,32728,11,PI,1,100,137785
1716209197.701066,210468.000,32728,11,PI,1,100,137747
1716209197.711399,210478.333,32745,9,PI,1,100,137709
1716209197.721733,210488.667,32745,9,PI,1,100,137712
1716209197.732066,210499.000,32745,9,PI,1,100,137679
1716209197.742399,210509.333,32745,9,PI,1,100,137630
1716209197.752733,210519.667,32745,9,PI,1,100,137571
1716209197.763066,210530.000,32745,9,PI,1,100,137573
1716209197.773400,210540.333,32745,9,PI,1,100,137562
1716209197.783733,210550.667,32745,9,PI,1,100,137553
1716209197.794067,210561.000,32745,9,PI,1,100,137562
1716209197.803794,210570.727,32762,11,PI,1,100,137548
1716209197.813521,210580.455,32762,11,PI,1,100,137551
1716209197.823249,210590.182,32762,11,PI,1,100,137570
1716209197.832976,210599.909,32762,11,PI,1,100,137561
1716209197.842704,210609.636,32762,11,PI,1,100,137590
1716209197.852431,210619.364,32762,11,PI,1,100,137633
1716209197.862158,210629.091,32762,11,PI,1,100,137641
1716209197.871886,210638.818,32762,11,PI,1,100,137673
1716209197.881613,210648.545,32762,11,PI,1,100,137689
1716209197.891340,210658.273,32762,11,PI,1,100,137719
1716209197.901068,210668.000,32762,11,PI,1,100,137774
1716209197.910795,210677.727,32778,11,PI,1,100,137820
1716209197.920523,210687.455,32778,11,PI,1,100,137805
1716209197.930250,210697.182,32778,11,PI,1,100,137857
1716209197.939977,210706.909,32778,11,PI,1,100,137894
1716209197.949705,210716.636,32778,11,PI,1,100,137918
1716209197.959432,210726.364,32778,11,PI,1,100,137984
1716209197.969160,210736.091,32778,11,PI,1,100,137955
1716209197.978887,210745.818,32778,11,PI,1,100,138017
1716209197.988614,210755.545,32778,11,PI,1,100,138018
1716209197.998342,210765.273,32778,11,PI,1,100,138025
1716209198.008069,210775.000,32778,11,PI,1,100,138064
1716209198.018403,210785.333,32793,9,PI,1,100,138112
1716209198.028736,210795.667,32793,9,PI,1,100,138140
1716209198.039070,210806.000,32793,9,PI,1,100,138130
1716209198.049403,210816.333,32793,9,PI,1,100,138147
1716209198.059736,210826.667,32793,9,PI,1,100,138173
1716209198.070070,210837.000,32793,9,PI,1,100,138174
1716209198.080403,210847.333,32793,9,PI,1,100,138202
1716209198.090737,210857.667,32793,9,PI,1,100,138240
1716209198.101070,210868.000,32793,9,PI,1,100,138267
1716209198.110798,210877.727,32811,11,PI,1,100,138284
1716209198.120525,210887.455,32811,11,PI,1,100,138286
1716209198.130252,210897.182,32811,11,PI,1,100,138331
1716209198.139980,210906.909,32811,11,PI,1,100,138318
1716209198.149707,210916.636,32811,11,PI,1,100,138342
1716209198.159435,210926.364,32811,11,PI,1,100,138356
1716209198.169162,210936.091,32811,11,PI,1,100,138316
1716209198.178889,210945.818,32811,11,PI,1,100,138350
1716209198.188617,210955.545,32811,11,PI,1,100,138324
1716209198.198344,210965.273,32811,11,PI,1,100,138333
1716209198.208071,210975.000,32811,11,PI,1,100,138351
1716209198.218672,210985.600,32827,10,PI,1,100,138358
1716209198.229272,210996.200,32827,10,PI,1,100,138369
1716209198.239872,211006.800,32827,10,PI,1,100,138364
1716209198.250472,211017.400,32827,10,PI,1,100,138370
1716209198.261072,211028.000,32827,10,PI,1,100,138393
1716209198.271672,211038.600,32827,10,PI,1,100,138428
1716209198.282272,211049.200,32827,10,PI,1,100,138428
1716209198.292872,211059.800,32827,10,PI,1,100,138457
1716209198.303473,211070.400,32827,10,PI,1,100,138413
1716209198.314073,211081.000,32827,10,PI,1,100,138448
1716209198.324517,211091.444,32844,9,PI,1,100,138475
1716209198.334962,211101.889,32844,9,PI,1,100,138475
1716209198.345407,211112.333,32844,9,PI,1,100,138490
1716209198.355851,211122.778,32844,9,PI,1,100,138467
1716209198.366296,211133.222,32844,9,PI,1,100,138455
1716209198.376740,211143.667,32844,9,PI,1,100,138448
1716209198.387185,211154.111,32844,9,PI,1,100,138404
1716209198.397629,211164.556,32844,9,PI,1,100,138410
1716209198.408074,211175.000,32844,9,PI,1,100,138394
1716209198.417710,211184.636,32861,11,PI,1,100,138422
1716209198.427347,211194.273,32861,11,PI,1,100,138400
1716209198.436983,211203.909,32861,11,PI,1,100,138409
1716209198.446620,211213.545,32861,11,PI,1,100,138433
1716209198.456256,211223.182,32861,11,PI,1,100,138381
1716209198.465893,211232.818,32861,11,PI,1,100,138403
1716209198.475529,211242.455,32861,11,PI,1,100,138388
1716209198.485166,211252.091,32861,11,PI,1,100,138362
1716209198.494802,211261.727,32861,11,PI,1,100,138354
1716209198.504439,211271.364,32861,11,PI,1,100,138354
1716209198.514075,211281.000,32861,11,PI,1,100,138403
1716209198.524520,211291.444,32878,9,PI,1,100,138420
1716209198.534964,211301.889,32878,9,PI,1,100,138403
1716209198.545409,211312.333,32878,9,PI,1,100,138453
1716209198.555853,211322.778,32878,9,PI,1,100,138452
1716209198.566298,211333.222,32878,9,PI,1,100,138439
1716209198.576742,211343.667,32878,9,PI,1,100,138475
1716209198.587187,211354.111,32878,9,PI,1,100,138455
1716209198.597632,211364.556,32878,9,PI,1,100,138515
1716209198.608076,211375.000,32878,9,PI,1,100,138492
1716209198.618076,211385.000,32899,16,PI,1,100,138524
1716209198.628077,211395.000,32899,16,PI,1,100,138519
1716209198.638077,211405.000,32899,16,PI,1,100,138531
1716209198.648077,211415.000,32899,16,PI,1,100,138515
1716209198.658077,211425.000,32899,16,PI,1,100,138490
1716209198.668077,211435.000,32899,16,PI,1,100,138496
1716209198.678077,211445.000,32899,16,PI,1,100,138522
1716209198.688077,211455.000,32899,16,PI,1,100,138519
1716209198.698077,211465.000,32899,16,PI,1,100,138546
1716209198.708077,211475.000,32899,16,PI,1,100,138526
1716209198.718077,211485.000,32899,16,PI,1,100,138508
1716209198.728078,211495.000,32899,16,PI,1,100,138484
1716209198.738078,211505.000,32899,16,PI,1,100,138489
1716209198.748078,211515.000,32899,16,PI,1,100,138502
1716209198.758078,211525.000,32899,16,PI,1,100,138480
1716209198.768078,211535.000,32899,16,PI,1,100,138494
1716209198.777378,211544.300,32919,10,PI,1,100,138478
1716209198.786678,211553.600,32919,10,PI,1,100,138437
1716209198.795978,211562.900,32919,10,PI,1,100,138425
1716209198.805279,211572.200,32919,10,PI,1,100,138384
1716209198.814579,211581.500,32919,10,PI,1,100,138359
1716209198.823879,211590.800,32919,10,PI,1,100,138346
1716209198.833179,211600.100,32919,10,PI,1,100,138402
1716209198.842479,211609.400,32919,10,PI,1,100,138411
1716209198.851779,211618.700,32919,10,PI,1,100,138367
1716209198.861079,211628.000,32919,10,PI,1,100,138395
1716209198.871779,211638.700,32937,10,PI,1,100,138378
1716209198.882479,211649.400,32937,10,PI,1,100,138359
1716209198.893180,211660.100,32937,10,PI,1,100,138393
1716209198.903880,211670.800,32937,10,PI,1,100,138391
1716209198.914580,211681.500,32937,10,PI,1,100,138387
1716209198.925280,211692.200,32937,10,PI,1,100,138428
1716209198.935980,211702.900,32937,10,PI,1,100,138456
1716209198.946680,211713.600,32937,10,PI,1,100,138459
1716209198.957380,211724.300,32937,10,PI,1,100,138413
1716209198.968081,211735.000,32937,10,PI,1,100,138432
1716209198.977717,211744.636,32954,11,PI,1,100,138437
1716209198.987353,211754.273,32954,11,PI,1,100,138400
1716209198.996990,211763.909,32954,11,PI,1,100,138467
1716209199.006626,211773.545,32954,11,PI,1,100,138437
1716209199.016263,211783.182,32954,11,PI,1,100,138437
1716209199.025899,211792.818,32954,11,PI,1,100,138457
1716209199.035536,211802.455,32954,11,PI,1,100,138430
1716209199.045172,211812.091,32954,11,PI,1,100,138428
1716209199.054809,211821.727,32954,11,PI,1,100,138402
1716209199.064445,211831.364,32954,11,PI,1,100,138405
1716209199.074082,211841.000,32954,11,PI,1,100,138428
1716209199.084415,211851.333,32970,9,PI,1,100,138448
