LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1713788014.430206,140786.000,21111,3,PI,1,100,151533
1713788014.470207,140826.000,21111,3,PI,1,100,151534
1713788014.509707,140865.500,21128,2,PI,1,100,151556
1713788014.549208,140905.000,21128,2,PI,1,100,151554
1713788014.589208,140945.000,21145,3,PI,1,100,151552
1713788014.629209,140985.000,21145,3,PI,1,100,151559
1713788014.669209,141025.000,21145,3,PI,1,100,151549
1713788014.709210,141065.000,21162,2,PI,1,100,151553
1713788014.749211,141105.000,21162,2,PI,1,100,151556
1713788014.789211,141145.000,21178,3,PI,1,100,151552
1713788014.829211,141185.000,21178,3,PI,1,100,151577
1713788014.869212,141225.000,21178,3,PI,1,100,151581
1713788014.909213,141265.000,21196,2,PI,1,100,151572
1713788014.949213,141305.000,21196,2,PI,1,100,151581
1713788014.989213,141345.000,21211,3,PI,1,100,151572
1713788015.029214,141385.000,21211,3,PI,1,100,151582
