LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1716209213.089245,225856.000,35251,4,EM,1,100,PS
1716209213.140246,225907.000,35285,4,EM,1,100,RS
1716209213.191247,225958.000,35285,4,EM,1,100,RB
1716209213.242247,226009.000,35285,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209213.293248,226060.000,35285,4,EM,1,100,PS
1716209213.343498,226110.250,35318,4,EM,1,100,RS
1716209213.393749,226160.500,35318,4,EM,1,100,RB
1716209213.444000,226210.750,35318,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209213.494250,226261.000,35318,4,EM,1,100,PS
1716209213.544501,226311.250,35352,4,EM,1,100,RS
1716209213.594751,226361.500,35352,4,EM,1,100,RB
1716209213.645002,226411.750,35352,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209213.695252,226462.000,35352,4,EM,1,100,PS
1716209213.748503,226515.250,35386,4,EM,1,100,RS
1716209213.801754,226568.500,35386,4,EM,1,100,RB
1716209213.855004,226621.750,35386,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209213.908255,226675.000,35386,4,EM,1,100,PS
1716209213.967006,226733.750,35408,4,EM,1,100,RS
1716209214.025756,226792.500,35408,4,EM,1,100,RB
1716209214.084507,226851.250,35408,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209214.143258,226910.000,35408,4,EM,1,100,PS
1716209214.193508,226960.250,35444,4,EM,1,100,RS
1716209214.243759,227010.500,35444,4,EM,1,100,RB
1716209214.294009,227060.750,35444,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209214.344260,227111.000,35444,4,EM,1,100,PS
1716209214.394511,227161.250,35477,4,EM,1,100,RS
1716209214.444761,227211.500,35477,4,EM,1,100,RB
1716209214.495012,227261.750,35477,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209214.545262,227312.000,35477,4,EM,1,100,PS
1716209214.595513,227362.250,35511,4,EM,1,100,RS
1716209214.645764,227412.500,35511,4,EM,1,100,RB
1716209214.696014,227462.750,35511,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209214.746265,227513.000,35511,4,EM,1,100,PS
1716209214.796515,227563.250,35547,4,EM,1,100,RS
1716209214.846766,227613.500,35547,4,EM,1,100,RB
1716209214.897017,227663.750,35547,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209214.947267,227714.000,35547,4,EM,1,100,PS
1716209214.997518,227764.250,35578,4,EM,1,100,RS
1716209215.047768,227814.500,35578,4,EM,1,100,RB
1716209215.098019,227864.750,35578,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209215.148269,227915.000,35578,4,EM,1,100,PS
1716209215.198520,227965.250,35614,4,EM,1,100,RS
1716209215.248771,228015.500,35614,4,EM,1,100,RB
1716209215.299021,228065.750,35614,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209215.349272,228116.000,35614,4,EM,1,100,PS
1716209215.399522,228166.250,35645,4,EM,1,100,RS
1716209215.449773,228216.500,35645,4,EM,1,100,RB
1716209215.500024,228266.750,35645,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209215.550274,228317.000,35645,4,EM,1,100,PS
1716209215.601275,228368.000,35681,4,EM,1,100,RS
1716209215.652275,228419.000,35681,4,EM,1,100,RB
1716209215.703276,228470.000,35681,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209215.754277,228521.000,35681,4,EM,1,100,PS
1716209215.804277,228571.000,35713,4,EM,1,100,RS
1716209215.854278,228621.000,35713,4,EM,1,100,RB
1716209215.904278,228671.000,35713,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209215.954279,228721.000,35713,4,EM,1,100,PS
1716209216.004529,228771.250,35746,4,EM,1,100,RS
1716209216.054780,228821.500,35746,4,EM,1,100,RB
1716209216.105031,228871.750,35746,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209216.155281,228922.000,35746,4,EM,1,100,PS
1716209216.205532,228972.250,35780,4,EM,1,100,RS
1716209216.255782,229022.500,35780,4,EM,1,100,RB
1716209216.306033,229072.750,35780,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209216.356284,229123.000,35780,4,EM,1,100,PS
1716209216.406784,229173.500,35813,4,EM,1,100,RS
1716209216.457285,229224.000,35813,4,EM,1,100,RB
1716209216.507785,229274.500,35813,4,EM,1,100,2024-05-20_15-46-34-532101.csv
1716209216.558286,229325.000,35813,4,EM,1,100,PS
